,id,name,budget,original_title,vote_average,vote_count
3,10196,Fantasy,150000000,The Last Airbender,4.7,1151
0,956,Adventure,150000000,Mission: Impossible III,6.5,2028
1,956,Action,150000000,Mission: Impossible III,6.5,2028
2,956,Thriller,150000000,Mission: Impossible III,6.5,2028
0,117251,Action,150000000,White House Down,6.4,1891
1,117251,Drama,150000000,White House Down,6.4,1891
2,117251,Thriller,150000000,White House Down,6.4,1891
0,50321,Adventure,150000000,Mars Needs Moms,5.5,199
1,50321,Animation,150000000,Mars Needs Moms,5.5,199
2,50321,Family,150000000,Mars Needs Moms,5.5,199
0,11619,Adventure,149000000,Flushed Away,6.0,874
1,11619,Animation,149000000,Flushed Away,6.0,874
2,11619,Comedy,149000000,Flushed Away,6.0,874
3,11619,Family,149000000,Flushed Away,6.0,874
0,266647,Adventure,150000000,Pan,5.9,954
1,266647,Family,150000000,Pan,5.9,954
2,266647,Fantasy,150000000,Pan,5.9,954
0,82703,Animation,145000000,Mr. Peabody & Sherman,6.7,843
1,82703,Adventure,145000000,Mr. Peabody & Sherman,6.7,843
2,82703,Family,145000000,Mr. Peabody & Sherman,6.7,843
0,652,Adventure,175000000,Troy,6.9,2759
1,652,Drama,175000000,Troy,6.9,2759
2,652,War,175000000,Troy,6.9,2759
0,80321,Animation,145000000,Madagascar 3: Europe's Most Wanted,6.4,1808
1,80321,Family,145000000,Madagascar 3: Europe's Most Wanted,6.4,1808
0,36669,Adventure,140000000,Die Another Day,5.8,1092
1,36669,Action,140000000,Die Another Day,5.8,1092
2,36669,Thriller,140000000,Die Another Day,5.8,1092
0,43074,Action,144000000,Ghostbusters,5.3,2142
1,43074,Fantasy,144000000,Ghostbusters,5.3,2142
2,43074,Comedy,144000000,Ghostbusters,5.3,2142
0,95,Action,140000000,Armageddon,6.4,2482
1,95,Thriller,140000000,Armageddon,6.4,2482
2,95,Science Fiction,140000000,Armageddon,6.4,2482
3,95,Adventure,140000000,Armageddon,6.4,2482
0,608,Action,140000000,Men in Black II,6.0,3114
1,608,Adventure,140000000,Men in Black II,6.0,3114
2,608,Comedy,140000000,Men in Black II,6.0,3114
3,608,Science Fiction,140000000,Men in Black II,6.0,3114
0,2310,Adventure,70000000,Beowulf,5.5,841
1,2310,Action,70000000,Beowulf,5.5,841
2,2310,Animation,70000000,Beowulf,5.5,841
0,140300,Action,145000000,Kung Fu Panda 3,6.7,1603
1,140300,Adventure,145000000,Kung Fu Panda 3,6.7,1603
2,140300,Animation,145000000,Kung Fu Panda 3,6.7,1603
3,140300,Comedy,145000000,Kung Fu Panda 3,6.7,1603
4,140300,Family,145000000,Kung Fu Panda 3,6.7,1603
0,56292,Action,145000000,Mission: Impossible - Ghost Protocol,6.8,3972
1,56292,Thriller,145000000,Mission: Impossible - Ghost Protocol,6.8,3972
2,56292,Adventure,145000000,Mission: Impossible - Ghost Protocol,6.8,3972
0,81188,Fantasy,145000000,Rise of the Guardians,7.1,1922
1,81188,Animation,145000000,Rise of the Guardians,7.1,1922
2,81188,Family,145000000,Rise of the Guardians,7.1,1922
0,7552,Comedy,100000000,Fun with Dick and Jane,5.9,627
0,616,Drama,140000000,The Last Samurai,7.3,1895
1,616,Action,140000000,The Last Samurai,7.3,1895
2,616,War,140000000,The Last Samurai,7.3,1895
3,616,History,140000000,The Last Samurai,7.3,1895
0,147441,Adventure,140000000,Exodus: Gods and Kings,5.6,1921
1,147441,Drama,140000000,Exodus: Gods and Kings,5.6,1921
2,147441,Action,140000000,Exodus: Gods and Kings,5.6,1921
0,13475,Science Fiction,150000000,Star Trek,7.4,4518
1,13475,Action,150000000,Star Trek,7.4,4518
2,13475,Adventure,150000000,Star Trek,7.4,4518
0,557,Fantasy,139000000,Spider-Man,6.8,5265
1,557,Action,139000000,Spider-Man,6.8,5265
0,82702,Fantasy,145000000,How to Train Your Dragon 2,7.6,3106
1,82702,Action,145000000,How to Train Your Dragon 2,7.6,3106
2,82702,Adventure,145000000,How to Train Your Dragon 2,7.6,3106
3,82702,Animation,145000000,How to Train Your Dragon 2,7.6,3106
4,82702,Comedy,145000000,How to Train Your Dragon 2,7.6,3106
5,82702,Family,145000000,How to Train Your Dragon 2,7.6,3106
0,205584,Fantasy,140000000,Gods of Egypt,5.3,1277
0,10048,Action,135000000,Stealth,4.9,331
0,13183,Action,130000000,Watchmen,7.0,2811
1,13183,Mystery,130000000,Watchmen,7.0,2811
2,13183,Science Fiction,130000000,Watchmen,7.0,2811
0,944,Action,140000000,Lethal Weapon 4,6.3,767
1,944,Adventure,140000000,Lethal Weapon 4,6.3,767
2,944,Comedy,140000000,Lethal Weapon 4,6.3,767
3,944,Crime,140000000,Lethal Weapon 4,6.3,767
4,944,Thriller,140000000,Lethal Weapon 4,6.3,767
0,1927,Drama,137000000,Hulk,5.3,1533
1,1927,Action,137000000,Hulk,5.3,1533
2,1927,Science Fiction,137000000,Hulk,5.3,1533
0,72559,Adventure,130000000,G.I. Joe: Retaliation,5.4,3025
1,72559,Action,130000000,G.I. Joe: Retaliation,5.4,3025
2,72559,Science Fiction,130000000,G.I. Joe: Retaliation,5.4,3025
3,72559,Thriller,130000000,G.I. Joe: Retaliation,5.4,3025
0,7364,Action,130000000,Sahara,5.7,434
1,7364,Adventure,130000000,Sahara,5.7,434
2,7364,Comedy,130000000,Sahara,5.7,434
3,7364,Drama,130000000,Sahara,5.7,434
4,7364,Mystery,130000000,Sahara,5.7,434
0,2114,Adventure,137000000,Final Fantasy: The Spirits Within,5.9,433
1,2114,Action,137000000,Final Fantasy: The Spirits Within,5.9,433
2,2114,Animation,137000000,Final Fantasy: The Spirits Within,5.9,433
3,2114,Fantasy,137000000,Final Fantasy: The Spirits Within,5.9,433
4,2114,Science Fiction,137000000,Final Fantasy: The Spirits Within,5.9,433
5,2114,Thriller,137000000,Final Fantasy: The Spirits Within,5.9,433
0,1771,Action,140000000,Captain America: The First Avenger,6.6,7047
1,1771,Adventure,140000000,Captain America: The First Avenger,6.6,7047
2,1771,Science Fiction,140000000,Captain America: The First Avenger,6.6,7047
0,36643,Adventure,135000000,The World Is Not Enough,6.0,862
1,36643,Action,135000000,The World Is Not Enough,6.0,862
2,36643,Thriller,135000000,The World Is Not Enough,6.0,862
0,8619,Adventure,150000000,Master and Commander: The Far Side of the World,6.9,790
0,50620,Adventure,120000000,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553
1,50620,Fantasy,120000000,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553
2,50620,Drama,120000000,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553
3,50620,Romance,120000000,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553
0,65759,Animation,130000000,Happy Feet Two,5.8,373
1,65759,Comedy,130000000,Happy Feet Two,5.8,373
2,65759,Family,130000000,Happy Feet Two,5.8,373
0,1724,Science Fiction,150000000,The Incredible Hulk,6.1,3021
1,1724,Action,150000000,The Incredible Hulk,6.1,3021
2,1724,Adventure,150000000,The Incredible Hulk,6.1,3021
0,267935,Adventure,140000000,The BFG,6.0,1000
1,267935,Family,140000000,The BFG,6.0,1000
2,267935,Fantasy,140000000,The BFG,6.0,1000
0,281957,Western,135000000,The Revenant,7.3,6396
1,281957,Drama,135000000,The Revenant,7.3,6396
2,281957,Adventure,135000000,The Revenant,7.3,6396
3,281957,Thriller,135000000,The Revenant,7.3,6396
0,77950,Animation,135000000,Turbo,6.1,1074
1,77950,Family,135000000,Turbo,6.1,1074
0,44896,Animation,135000000,Rango,6.6,2051
1,44896,Comedy,135000000,Rango,6.6,2051
2,44896,Family,135000000,Rango,6.6,2051
3,44896,Western,135000000,Rango,6.6,2051
4,44896,Adventure,135000000,Rango,6.6,2051
0,270946,Family,132000000,Penguins of Madagascar,6.5,1346
1,270946,Animation,132000000,Penguins of Madagascar,6.5,1346
2,270946,Adventure,132000000,Penguins of Madagascar,6.5,1346
3,270946,Comedy,132000000,Penguins of Madagascar,6.5,1346
0,2503,Action,70000000,The Bourne Ultimatum,7.3,2888
1,2503,Drama,70000000,The Bourne Ultimatum,7.3,2888
2,2503,Mystery,70000000,The Bourne Ultimatum,7.3,2888
3,2503,Thriller,70000000,The Bourne Ultimatum,7.3,2888
0,9502,Adventure,130000000,Kung Fu Panda,6.9,3145
1,9502,Animation,130000000,Kung Fu Panda,6.9,3145
2,9502,Family,130000000,Kung Fu Panda,6.9,3145
3,9502,Comedy,130000000,Kung Fu Panda,6.9,3145
0,102899,Science Fiction,130000000,Ant-Man,7.0,5880
1,102899,Action,130000000,Ant-Man,7.0,5880
2,102899,Adventure,130000000,Ant-Man,7.0,5880
0,101299,Adventure,130000000,The Hunger Games: Catching Fire,7.4,6495
1,101299,Action,130000000,The Hunger Games: Catching Fire,7.4,6495
2,101299,Science Fiction,130000000,The Hunger Games: Catching Fire,7.4,6495
0,228161,Fantasy,135000000,Home,6.8,1519
1,228161,Comedy,135000000,Home,6.8,1519
2,228161,Animation,135000000,Home,6.8,1519
3,228161,Science Fiction,135000000,Home,6.8,1519
4,228161,Family,135000000,Home,6.8,1519
0,74,Adventure,132000000,War of the Worlds,6.2,2322
1,74,Thriller,132000000,War of the Worlds,6.2,2322
2,74,Science Fiction,132000000,War of the Worlds,6.2,2322
0,8961,Adventure,130000000,Bad Boys II,6.3,1564
1,8961,Action,130000000,Bad Boys II,6.3,1564
2,8961,Comedy,130000000,Bad Boys II,6.3,1564
3,8961,Thriller,130000000,Bad Boys II,6.3,1564
4,8961,Crime,130000000,Bad Boys II,6.3,1564
0,417859,Action,130000000,Puss in Boots,6.4,451
1,417859,Adventure,130000000,Puss in Boots,6.4,451
2,417859,Animation,130000000,Puss in Boots,6.4,451
3,417859,Family,130000000,Puss in Boots,6.4,451
4,417859,Fantasy,130000000,Puss in Boots,6.4,451
0,27576,Action,110000000,Salt,6.2,2093
1,27576,Mystery,110000000,Salt,6.2,2093
2,27576,Thriller,110000000,Salt,6.2,2093
0,86834,Drama,125000000,Noah,5.6,2350
1,86834,Adventure,125000000,Noah,5.6,2350
0,17578,Adventure,130000000,The Adventures of Tintin,6.7,2061
1,17578,Animation,130000000,The Adventures of Tintin,6.7,2061
2,17578,Mystery,130000000,The Adventures of Tintin,6.7,2061
0,673,Adventure,130000000,Harry Potter and the Prisoner of Azkaban,7.7,5877
1,673,Fantasy,130000000,Harry Potter and the Prisoner of Azkaban,7.7,5877
2,673,Family,130000000,Harry Potter and the Prisoner of Azkaban,7.7,5877
0,6972,Drama,130000000,Australia,6.3,694
0,82700,Science Fiction,130000000,After Earth,5.0,2532
1,82700,Action,130000000,After Earth,5.0,2532
2,82700,Adventure,130000000,After Earth,5.0,2532
0,10567,Animation,127500000,Dinosaur,6.2,542
1,10567,Family,127500000,Dinosaur,6.2,542
0,181533,Adventure,127000000,Night at the Museum: Secret of the Tomb,6.1,1851
1,181533,Comedy,127000000,Night at the Museum: Secret of the Tomb,6.1,1851
2,181533,Fantasy,127000000,Night at the Museum: Secret of the Tomb,6.1,1851
3,181533,Family,127000000,Night at the Museum: Secret of the Tomb,6.1,1851
0,38055,Animation,130000000,Megamind,6.7,1918
1,38055,Action,130000000,Megamind,6.7,1918
2,38055,Comedy,130000000,Megamind,6.7,1918
3,38055,Family,130000000,Megamind,6.7,1918
4,38055,Science Fiction,130000000,Megamind,6.7,1918
0,671,Adventure,125000000,Harry Potter and the Philosopher's Stone,7.5,7006
1,671,Fantasy,125000000,Harry Potter and the Philosopher's Stone,7.5,7006
2,671,Family,125000000,Harry Potter and the Philosopher's Stone,7.5,7006
0,49524,Fantasy,130000000,R.I.P.D.,5.4,1260
1,49524,Action,130000000,R.I.P.D.,5.4,1260
2,49524,Comedy,130000000,R.I.P.D.,5.4,1260
3,49524,Crime,130000000,R.I.P.D.,5.4,1260
0,22,Adventure,140000000,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985
1,22,Fantasy,140000000,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985
2,22,Action,140000000,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985
0,131631,Science Fiction,125000000,The Hunger Games: Mockingjay - Part 1,6.6,5584
1,131631,Adventure,125000000,The Hunger Games: Mockingjay - Part 1,6.6,5584
2,131631,Thriller,125000000,The Hunger Games: Mockingjay - Part 1,6.6,5584
0,591,Thriller,125000000,The Da Vinci Code,6.5,2704
1,591,Mystery,125000000,The Da Vinci Code,6.5,2704
0,172385,Animation,103000000,Rio 2,6.3,978
1,172385,Adventure,103000000,Rio 2,6.3,978
2,172385,Comedy,103000000,Rio 2,6.3,978
3,172385,Family,103000000,Rio 2,6.3,978
0,36658,Adventure,110000000,X2,6.8,3506
1,36658,Action,110000000,X2,6.8,3506
2,36658,Science Fiction,110000000,X2,6.8,3506
3,36658,Thriller,110000000,X2,6.8,3506
0,51497,Action,125000000,Fast Five,7.1,2438
1,51497,Thriller,125000000,Fast Five,7.1,2438
2,51497,Crime,125000000,Fast Five,7.1,2438
0,58574,Adventure,125000000,Sherlock Holmes: A Game of Shadows,7.0,3886
1,58574,Action,125000000,Sherlock Holmes: A Game of Shadows,7.0,3886
2,58574,Crime,125000000,Sherlock Holmes: A Game of Shadows,7.0,3886
3,58574,Mystery,125000000,Sherlock Holmes: A Game of Shadows,7.0,3886
0,18823,Adventure,125000000,Clash of the Titans,5.6,2233
1,18823,Fantasy,125000000,Clash of the Titans,5.6,2233
2,18823,Action,125000000,Clash of the Titans,5.6,2233
0,861,Action,65000000,Total Recall,7.1,1710
1,861,Adventure,65000000,Total Recall,7.1,1710
2,861,Science Fiction,65000000,Total Recall,7.1,1710
0,1911,Adventure,160000000,The 13th Warrior,6.4,510
1,1911,Fantasy,160000000,The 13th Warrior,6.4,510
2,1911,Action,160000000,The 13th Warrior,6.4,510
0,49040,Action,130000000,The Bourne Legacy,6.0,2651
1,49040,Thriller,130000000,The Bourne Legacy,6.0,2651
0,415,Action,125000000,Batman & Robin,4.2,1418
1,415,Crime,125000000,Batman & Robin,4.2,1418
2,415,Fantasy,125000000,Batman & Robin,4.2,1418
0,8871,Family,123000000,How the Grinch Stole Christmas,6.2,1386
1,8871,Comedy,123000000,How the Grinch Stole Christmas,6.2,1386
2,8871,Fantasy,123000000,How the Grinch Stole Christmas,6.2,1386
0,435,Action,125000000,The Day After Tomorrow,6.2,2392
1,435,Adventure,125000000,The Day After Tomorrow,6.2,2392
2,435,Science Fiction,125000000,The Day After Tomorrow,6.2,2392
3,435,Thriller,125000000,The Day After Tomorrow,6.2,2392
0,955,Adventure,125000000,Mission: Impossible II,5.9,1928
1,955,Action,125000000,Mission: Impossible II,5.9,1928
2,955,Thriller,125000000,Mission: Impossible II,5.9,1928
0,2133,Drama,120000000,The Perfect Storm,6.2,597
0,1979,Adventure,130000000,4: Rise of the Silver Surfer,5.4,2589
1,1979,Fantasy,130000000,4: Rise of the Silver Surfer,5.4,2589
2,1979,Action,130000000,4: Rise of the Silver Surfer,5.4,2589
3,1979,Thriller,130000000,4: Rise of the Silver Surfer,5.4,2589
0,87827,Adventure,120000000,Life of Pi,7.2,5797
1,87827,Drama,120000000,Life of Pi,7.2,5797
2,87827,Action,120000000,Life of Pi,7.2,5797
0,1250,Thriller,110000000,Ghost Rider,5.2,1712
1,1250,Action,110000000,Ghost Rider,5.2,1712
2,1250,Fantasy,110000000,Ghost Rider,5.2,1712
3,1250,Horror,110000000,Ghost Rider,5.2,1712
0,324668,Action,120000000,Jason Bourne,5.9,2341
1,324668,Thriller,120000000,Jason Bourne,5.9,2341
0,9471,Action,120000000,Charlie's Angels: Full Throttle,5.2,914
1,9471,Adventure,120000000,Charlie's Angels: Full Throttle,5.2,914
2,9471,Comedy,120000000,Charlie's Angels: Full Throttle,5.2,914
0,70981,Science Fiction,130000000,Prometheus,6.3,5080
1,70981,Adventure,130000000,Prometheus,6.3,5080
2,70981,Mystery,130000000,Prometheus,6.3,5080
0,10996,Family,120000000,Stuart Little 2,5.4,613
1,10996,Adventure,120000000,Stuart Little 2,5.4,613
2,10996,Animation,120000000,Stuart Little 2,5.4,613
3,10996,Comedy,120000000,Stuart Little 2,5.4,613
0,68724,Science Fiction,115000000,Elysium,6.4,3439
1,68724,Action,115000000,Elysium,6.4,3439
2,68724,Drama,115000000,Elysium,6.4,3439
3,68724,Thriller,115000000,Elysium,6.4,3439
0,2789,Action,105000000,The Chronicles of Riddick,6.3,1570
1,2789,Science Fiction,105000000,The Chronicles of Riddick,6.3,1570
0,97020,Action,120000000,RoboCop,5.7,2342
1,97020,Science Fiction,120000000,RoboCop,5.7,2342
0,7459,Action,120000000,Speed Racer,5.7,354
1,7459,Family,120000000,Speed Racer,5.7,354
2,7459,Science Fiction,120000000,Speed Racer,5.7,354
0,42888,Comedy,120000000,How Do You Know,4.9,223
1,42888,Drama,120000000,How Do You Know,4.9,223
2,42888,Romance,120000000,How Do You Know,4.9,223
0,37834,Action,117000000,Knight and Day,5.9,1547
1,37834,Comedy,117000000,Knight and Day,5.9,1547
0,75612,Action,120000000,Oblivion,6.4,4800
1,75612,Science Fiction,120000000,Oblivion,6.4,4800
2,75612,Adventure,120000000,Oblivion,6.4,4800
3,75612,Mystery,120000000,Oblivion,6.4,4800
0,1895,Science Fiction,113000000,Star Wars: Episode III - Revenge of the Sith,7.1,4116
1,1895,Adventure,113000000,Star Wars: Episode III - Revenge of the Sith,7.1,4116
2,1895,Action,113000000,Star Wars: Episode III - Revenge of the Sith,7.1,4116
0,1894,Adventure,120000000,Star Wars: Episode II - Attack of the Clones,6.4,3992
1,1894,Action,120000000,Star Wars: Episode II - Attack of the Clones,6.4,3992
2,1894,Science Fiction,120000000,Star Wars: Episode II - Attack of the Clones,6.4,3992
0,585,Animation,115000000,"Monsters, Inc.",7.5,5996
1,585,Comedy,115000000,"Monsters, Inc.",7.5,5996
2,585,Family,115000000,"Monsters, Inc.",7.5,5996
0,76170,Action,120000000,The Wolverine,6.3,4053
1,76170,Science Fiction,120000000,The Wolverine,6.3,4053
2,76170,Adventure,120000000,The Wolverine,6.3,4053
3,76170,Fantasy,120000000,The Wolverine,6.3,4053
0,1893,Adventure,115000000,Star Wars: Episode I - The Phantom Menace,6.3,4432
1,1893,Action,115000000,Star Wars: Episode I - The Phantom Menace,6.3,4432
2,1893,Science Fiction,115000000,Star Wars: Episode I - The Phantom Menace,6.3,4432
0,49519,Adventure,135000000,The Croods,6.8,2399
1,49519,Animation,135000000,The Croods,6.8,2399
2,49519,Comedy,135000000,The Croods,6.8,2399
3,49519,Family,135000000,The Croods,6.8,2399
4,49519,Fantasy,135000000,The Croods,6.8,2399
0,2395,Fantasy,97250400,Astérix aux Jeux Olympiques,5.0,471
1,2395,Adventure,97250400,Astérix aux Jeux Olympiques,5.0,471
2,2395,Comedy,97250400,Astérix aux Jeux Olympiques,5.0,471
3,2395,Family,97250400,Astérix aux Jeux Olympiques,5.0,471
0,12100,Drama,115000000,Windtalkers,5.8,341
1,12100,Action,115000000,Windtalkers,5.8,341
2,12100,History,115000000,Windtalkers,5.8,341
3,12100,War,115000000,Windtalkers,5.8,341
0,290595,Action,115000000,The Huntsman: Winter's War,6.0,1523
1,290595,Adventure,115000000,The Huntsman: Winter's War,6.0,1523
2,290595,Drama,115000000,The Huntsman: Winter's War,6.0,1523
0,98566,Science Fiction,125000000,Teenage Mutant Ninja Turtles,5.8,2636
1,98566,Action,125000000,Teenage Mutant Ninja Turtles,5.8,2636
2,98566,Adventure,125000000,Teenage Mutant Ninja Turtles,5.8,2636
3,98566,Fantasy,125000000,Teenage Mutant Ninja Turtles,5.8,2636
4,98566,Comedy,125000000,Teenage Mutant Ninja Turtles,5.8,2636
0,49047,Science Fiction,105000000,Gravity,7.3,5751
1,49047,Thriller,105000000,Gravity,7.3,5751
2,49047,Drama,105000000,Gravity,7.3,5751
0,9619,Action,116000000,Dante's Peak,5.7,428
1,9619,Adventure,116000000,Dante's Peak,5.7,428
2,9619,Thriller,116000000,Dante's Peak,5.7,428
0,308531,Fantasy,135000000,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
1,308531,Action,135000000,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
2,308531,Adventure,135000000,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
3,308531,Comedy,135000000,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
0,166424,Action,120000000,Fantastic Four,4.4,2278
1,166424,Adventure,120000000,Fantastic Four,4.4,2278
2,166424,Science Fiction,120000000,Fantastic Four,4.4,2278
0,1593,Action,110000000,Night at the Museum,6.3,2862
1,1593,Adventure,110000000,Night at the Museum,6.3,2862
2,1593,Comedy,110000000,Night at the Museum,6.3,2862
3,1593,Family,110000000,Night at the Museum,6.3,2862
4,1593,Fantasy,110000000,Night at the Museum,6.3,2862
0,254128,Action,110000000,San Andreas,6.0,2968
1,254128,Drama,110000000,San Andreas,6.0,2968
2,254128,Thriller,110000000,San Andreas,6.0,2968
0,714,Adventure,110000000,Tomorrow Never Dies,6.0,925
1,714,Action,110000000,Tomorrow Never Dies,6.0,925
2,714,Thriller,110000000,Tomorrow Never Dies,6.0,925
0,2024,Drama,110000000,The Patriot,6.8,1099
1,2024,History,110000000,The Patriot,6.8,1099
2,2024,War,110000000,The Patriot,6.8,1099
3,2024,Action,110000000,The Patriot,6.8,1099
0,163,Thriller,110000000,Ocean's Twelve,6.4,2124
1,163,Crime,110000000,Ocean's Twelve,6.4,2124
0,787,Action,110000000,Mr. & Mrs. Smith,6.5,2965
1,787,Comedy,110000000,Mr. & Mrs. Smith,6.5,2965
2,787,Drama,110000000,Mr. & Mrs. Smith,6.5,2965
3,787,Thriller,110000000,Mr. & Mrs. Smith,6.5,2965
0,262500,Adventure,110000000,Insurgent,6.2,3829
1,262500,Science Fiction,110000000,Insurgent,6.2,3829
